,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
16134,PERSPECTIVES - LEADERSHIP HS,400061.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,16.0,16.2,16.0,16.1,16.1,88,88,88,88,88,71
16143,PERSPECTIVES - MATH & SCI HS,400066.0,Charter,LEP,LEP,11th Grade,2015.0,,,,,,2,2,2,2,2,35
16144,PERSPECTIVES - MATH & SCI HS,400066.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,16.2,16.1,16.9,16.1,16.3,73,73,73,73,73,35
16153,PERSPECTIVES - TECH HS,400062.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,15.7,16.1,16.8,16.1,16.2,103,103,103,103,103,71
16171,PHILLIPS HS,609727.0,AUSL,LEP,Is Not LEP,11th Grade,2015.0,15.5,15.7,15.4,14.4,15.2,127,127,127,127,127,35
16172,PHILLIPS HS,609727.0,AUSL,LEP,LEP,11th Grade,2015.0,,,,,,4,4,4,4,4,35
16193,PHOENIX MILITARY HS,610304.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2015.0,19.3,18.8,19.0,20.5,19.4,107,107,107,107,107,28
16203,PROLOGUE - EARLY COLLEGE HS,400070.0,Options,LEP,Is Not LEP,11th Grade,2015.0,12.8,14.0,12.6,11.3,12.6,12,12,12,12,12,24
16209,PROLOGUE - JOHNSTON HS,400109.0,Options,LEP,Is Not LEP,11th Grade,2015.0,13.9,14.5,13.7,12.5,13.7,39,39,39,39,39,73
16212,PROLOGUE - WINNIE MANDELA HS,610574.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.6,14.4,14.1,12.6,13.9,14,14,14,14,14,43
16241,PROSSER HS,609679.0,Network 3,LEP,LEP,11th Grade,2015.0,,,,,,9,9,9,9,9,19
16242,PROSSER HS,609679.0,Network 3,LEP,Is Not LEP,11th Grade,2015.0,18.3,17.9,18.6,17.6,18.1,380,380,380,380,380,19
16255,RABY HS,610334.0,Network 5,LEP,Is Not LEP,11th Grade,2015.0,14.2,15.1,14.6,12.6,14.1,114,114,114,114,114,27
16283,RICHARDS HS,609682.0,Network 8,LEP,LEP,11th Grade,2015.0,,,,,,9,9,9,9,9,61
16284,RICHARDS HS,609682.0,Network 8,LEP,Is Not LEP,11th Grade,2015.0,14.6,15.3,14.9,13.2,14.5,84,84,83,84,83,61
16299,RICKOVER MILITARY HS,610390.0,Service Leadership Academies,LEP,Is Not LEP,11th Grade,2015.0,19.1,17.7,18.8,18.7,18.6,138,138,138,138,138,77
16300,RICKOVER MILITARY HS,610390.0,Service Leadership Academies,LEP,LEP,11th Grade,2015.0,,,,,,3,3,3,3,3,77
16318,ROBESON HS,609707.0,Network 11,LEP,Is Not LEP,11th Grade,2015.0,13.6,14.7,14.0,13.2,13.9,78,78,78,78,78,68
16347,ROOSEVELT HS,609728.0,Network 1,LEP,Is Not LEP,11th Grade,2015.0,16.3,17.1,17.0,15.6,16.5,237,237,237,237,237,14
16348,ROOSEVELT HS,609728.0,Network 1,LEP,LEP,11th Grade,2015.0,13.5,15.0,13.1,10.7,13.1,46,46,46,46,46,14
16378,SCHURZ HS,609729.0,Network 1,LEP,LEP,11th Grade,2015.0,13.0,15.7,14.6,11.8,13.8,66,66,66,66,66,16
16379,SCHURZ HS,609729.0,Network 1,LEP,Is Not LEP,11th Grade,2015.0,17.1,17.4,17.3,16.6,17.1,424,424,424,424,424,16
16409,SENN HS,609730.0,Network 2,LEP,Is Not LEP,11th Grade,2015.0,20.0,19.2,20.1,20.5,20.0,262,262,262,262,262,77
16410,SENN HS,609730.0,Network 2,LEP,LEP,11th Grade,2015.0,15.1,17.4,16.4,14.9,15.9,22,22,22,22,22,77
16421,SHABAZZ - DUSABLE HS,400073.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,14.8,15.2,14.3,12.2,14.1,51,51,51,51,51,38
16438,SIMEON HS,609692.0,Network 11,LEP,Is Not LEP,11th Grade,2015.0,16.7,15.9,16.8,16.3,16.4,328,328,328,328,328,44
16459,SIMPSON HS,609750.0,Network 6,LEP,Is Not LEP,11th Grade,2015.0,,,,,,2,2,2,2,2,28
16475,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,Is Not LEP,11th Grade,2015.0,15.6,16.0,17.2,15.1,16.0,63,63,63,63,63,30
16476,SOCIAL JUSTICE HS,610383.0,Network 7,LEP,LEP,11th Grade,2015.0,,,,,,6,6,6,6,6,30
16483,SOLORIO HS,610543.0,AUSL,LEP,Is Not LEP,11th Grade,2015.0,17.9,19.6,18.6,18.2,18.6,211,211,211,211,211,63
16484,SOLORIO HS,610543.0,AUSL,LEP,LEP,11th Grade,2015.0,14.0,15.4,14.4,12.0,14.0,24,24,24,24,24,63
16487,SOUTH CENTRAL THERAPEUTIC HS,800014.0,,LEP,Is Not LEP,11th Grade,2015.0,,,,,,4,4,4,4,4,0
16491,SOUTH SHORE INTL HS,610547.0,Network 12,LEP,Is Not LEP,11th Grade,2015.0,17.6,16.6,17.2,18.0,17.3,135,135,135,135,135,43
16508,SPRY HS,610357.0,Network 7,LEP,Is Not LEP,11th Grade,2015.0,17.3,17.9,16.6,17.0,17.2,44,44,44,44,44,30
16509,SPRY HS,610357.0,Network 7,LEP,LEP,11th Grade,2015.0,,,,,,3,3,3,3,3,30
16539,STEINMETZ HS,609732.0,Network 3,LEP,Is Not LEP,11th Grade,2015.0,17.0,17.2,17.8,15.9,17.0,327,327,327,327,327,19
16540,STEINMETZ HS,609732.0,Network 3,LEP,LEP,11th Grade,2015.0,13.3,15.4,14.5,11.6,13.7,31,31,31,31,31,19
16570,SULLIVAN HS,609733.0,Network 2,LEP,Is Not LEP,11th Grade,2015.0,16.1,16.1,15.3,14.9,15.6,98,98,98,98,98,1
16571,SULLIVAN HS,609733.0,Network 2,LEP,LEP,11th Grade,2015.0,14.2,16.0,15.1,13.6,14.7,41,41,41,41,41,1
16601,TAFT HS,609734.0,Network 1,LEP,Is Not LEP,11th Grade,2015.0,19.7,19.2,19.5,20.3,19.7,613,613,613,613,613,10
16602,TAFT HS,609734.0,Network 1,LEP,LEP,11th Grade,2015.0,13.7,16.0,16.5,12.0,14.6,29,29,29,30,29,10
16611,TEAM HS,610506.0,Network 11,LEP,Is Not LEP,11th Grade,2015.0,14.5,15.8,14.7,13.3,14.6,64,64,64,64,64,68
16639,TILDEN HS,609735.0,Network 8,LEP,LEP,11th Grade,2015.0,,,,,,4,4,4,4,4,61
16640,TILDEN HS,609735.0,Network 8,LEP,Is Not LEP,11th Grade,2015.0,14.6,15.0,14.6,13.2,14.4,67,67,67,67,67,61
16649,U OF C - WOODLAWN HS,400077.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,17.5,17.8,17.7,17.6,17.7,97,97,97,97,97,42
16651,UCAN THERAPEUTIC HS,800016.0,,LEP,Is Not LEP,11th Grade,2015.0,,,,,,7,9,7,9,7,0
16661,UNO - GARCIA HS,400085.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,17.3,18.4,18.8,18.3,18.2,143,143,143,143,143,57
16662,UNO - GARCIA HS,400085.0,Charter,LEP,LEP,11th Grade,2015.0,13.7,16.5,17.4,13.1,15.2,12,12,12,12,12,57
16683,UPLIFT HS,610394.0,Network 2,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,3
16684,UPLIFT HS,610394.0,Network 2,LEP,Is Not LEP,11th Grade,2015.0,16.0,16.4,17.1,16.2,16.4,58,58,58,58,58,3
16690,URBAN PREP - BRONZEVILLE HS,400105.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,16.7,17.6,17.1,16.6,17.0,110,110,110,110,110,35
16699,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,17.0,17.2,17.5,16.7,17.1,110,110,110,110,110,68
16704,URBAN PREP - WEST HS,400102.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,16.5,16.4,16.9,16.7,16.6,63,63,63,61,61,28
16710,VOISE HS,610518.0,Network 3,LEP,Is Not LEP,11th Grade,2015.0,15.1,15.7,15.6,13.1,14.9,70,70,70,70,70,25
16711,VOISE HS,610518.0,Network 3,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,25
16739,VON STEUBEN HS,609737.0,Network 1,LEP,Is Not LEP,11th Grade,2015.0,20.4,20.6,20.6,21.3,20.7,407,407,407,407,407,13
16740,VON STEUBEN HS,609737.0,Network 1,LEP,LEP,11th Grade,2015.0,,,,,,3,3,3,3,3,13
16770,WASHINGTON HS,609739.0,Network 13,LEP,Is Not LEP,11th Grade,2015.0,17.4,16.9,17.8,17.3,17.3,347,347,347,347,347,52
16771,WASHINGTON HS,609739.0,Network 13,LEP,LEP,11th Grade,2015.0,14.0,15.0,15.1,11.9,14.0,26,26,26,26,26,52
16802,WELLS HS,609740.0,Network 6,LEP,Is Not LEP,11th Grade,2015.0,15.9,16.1,15.2,14.5,15.4,122,122,122,122,122,24
16803,WELLS HS,609740.0,Network 6,LEP,LEP,11th Grade,2015.0,13.6,14.8,13.3,11.4,13.3,12,12,12,12,12,24
16818,WESTINGHOUSE HS,609693.0,Network 5,LEP,LEP,11th Grade,2015.0,,,,,,2,2,2,2,2,23
16819,WESTINGHOUSE HS,609693.0,Network 5,LEP,Is Not LEP,11th Grade,2015.0,20.0,20.7,20.7,20.9,20.6,278,278,278,278,278,23
16827,WILLIAMS HS,610380.0,Network 9,LEP,Is Not LEP,11th Grade,2015.0,17.6,16.8,17.8,18.3,17.6,71,71,71,71,71,38
16843,WORLD LANGUAGE HS,610392.0,Network 7,LEP,LEP,11th Grade,2015.0,14.2,15.0,15.3,13.9,14.6,20,20,20,20,20,30
16844,WORLD LANGUAGE HS,610392.0,Network 7,LEP,Is Not LEP,11th Grade,2015.0,17.8,17.1,18.2,20.9,18.5,71,71,71,71,71,30
16856,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,Is Not LEP,11th Grade,2015.0,15.5,15.0,14.6,12.9,14.5,46,46,46,46,46,21
16857,YCCS - ASPIRA PANTOJA,400125.0,Options,LEP,LEP,11th Grade,2015.0,13.6,14.6,13.8,11.1,13.3,14,14,14,14,14,21
16864,YCCS - ASSOCIATION HOUSE,400126.0,Options,LEP,Is Not LEP,11th Grade,2015.0,,,,,,3,3,3,3,3,23
16869,YCCS - AUSTIN CAREER,400127.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.1,14.8,14.1,12.9,14.1,16,16,15,16,15,25
16875,YCCS - CAMPOS,400131.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,2,2,2,2,2,24
16876,YCCS - CAMPOS,400131.0,Options,LEP,Is Not LEP,11th Grade,2015.0,15.5,15.7,15.4,13.6,15.0,17,17,17,17,17,24
16881,YCCS - CCA ACADEMY,400128.0,Options,LEP,Is Not LEP,11th Grade,2015.0,13.0,14.1,13.7,11.6,13.1,39,39,38,39,38,29
16885,YCCS - CHATHAM,400150.0,Options,LEP,Is Not LEP,11th Grade,2015.0,13.3,14.4,12.6,10.7,12.8,30,30,30,30,30,44
16890,YCCS - HOUSTON,400129.0,Options,LEP,Is Not LEP,11th Grade,2015.0,13.4,14.6,13.3,12.1,13.4,16,16,15,16,15,38
16894,YCCS - INNOVATIONS,400133.0,Options,LEP,Is Not LEP,11th Grade,2015.0,15.0,15.2,14.0,14.2,14.6,38,38,38,38,38,37
16900,YCCS - LATINO YOUTH,400135.0,Options,LEP,LEP,11th Grade,2015.0,14.2,14.4,14.3,10.1,13.2,22,22,22,22,22,30
16901,YCCS - LATINO YOUTH,400135.0,Options,LEP,Is Not LEP,11th Grade,2015.0,15.0,15.0,14.1,13.0,14.3,58,58,58,58,58,30
16906,YCCS - MCKINLEY,400124.0,Options,LEP,Is Not LEP,11th Grade,2015.0,13.9,14.3,13.7,11.0,13.2,50,50,50,50,50,35
16914,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.9,14.6,14.0,12.1,13.9,56,56,56,56,56,25
16923,YCCS - TRUMAN,400141.0,Options,LEP,Is Not LEP,11th Grade,2015.0,17.7,16.7,16.3,15.0,16.4,53,53,53,53,53,3
16924,YCCS - TRUMAN,400141.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,3
16931,YCCS - VIRTUAL,400142.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,28
16932,YCCS - VIRTUAL,400142.0,Options,LEP,Is Not LEP,11th Grade,2015.0,15.8,15.2,16.1,13.9,15.3,13,13,13,13,13,28
16937,YCCS - WEST TOWN,400143.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,7,7,7,7,7,23
16938,YCCS - WEST TOWN,400143.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.2,15.1,15.2,13.2,14.4,62,62,62,62,62,23
16944,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.3,15.6,14.5,12.3,14.2,31,31,31,31,31,25
16945,YCCS - WESTSIDE HOLISTIC,400144.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,25
16950,YCCS - YOUTH CONNECTION,400145.0,Options,LEP,LEP,11th Grade,2015.0,,,,,,1,1,1,1,1,35
16951,YCCS - YOUTH CONNECTION,400145.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.4,14.5,14.2,11.8,13.7,33,33,33,33,33,35
16955,YCCS - YOUTH DEVELOPMENT,400130.0,Options,LEP,Is Not LEP,11th Grade,2015.0,14.3,14.9,13.9,12.3,13.8,28,28,28,28,28,71
16980,YOUNG HS,609755.0,ISP,LEP,LEP,11th Grade,2015.0,,,,,,2,2,2,2,2,28
16981,YOUNG HS,609755.0,ISP,LEP,Is Not LEP,11th Grade,2015.0,27.7,27.3,26.2,27.9,27.3,487,487,487,487,487,28
16998,YOUNG WOMENS HS,400087.0,Charter,LEP,Is Not LEP,11th Grade,2015.0,17.0,16.6,15.9,15.6,16.3,52,52,52,52,52,35
17016,ACE TECH HS,400010.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,14.9,16.2,15.8,14.5,15.4,91,91,91,91,91,40
17017,ACE TECH HS,400010.0,Charter,IEP,Has IEP,11th Grade,2015.0,12.8,14.5,12.6,10.4,12.6,26,26,26,26,26,40
17026,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2015.0,18.4,18.1,19.5,19.7,18.9,75,75,75,75,75,34
17027,AIR FORCE HS,610513.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2015.0,17.6,15.6,17.4,15.8,16.6,11,11,11,11,11,34
17036,ALCOTT HS,610524.0,Network 4,IEP,Has IEP,11th Grade,2015.0,13.8,16.9,17.1,13.9,15.4,21,21,21,21,21,5
17037,ALCOTT HS,610524.0,Network 4,IEP,Does not have IEP,11th Grade,2015.0,18.5,18.0,19.3,18.8,18.7,33,33,33,33,33,5
17040,AMANDLA,400012.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,17.9,17.1,17.7,16.8,17.4,23,23,23,23,23,68
17041,AMANDLA,400012.0,Charter,IEP,Has IEP,11th Grade,2015.0,,,,,,9,9,9,9,9,68
17072,AMUNDSEN HS,609695.0,Network 2,IEP,Does not have IEP,11th Grade,2015.0,18.7,18.2,18.6,18.9,18.6,216,216,216,216,216,4
17073,AMUNDSEN HS,609695.0,Network 2,IEP,Has IEP,11th Grade,2015.0,15.6,14.6,14.8,13.6,14.7,30,30,30,30,30,4
17088,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,IEP,Has IEP,11th Grade,2015.0,14.5,15.5,14.9,11.4,14.0,22,22,22,22,22,21
17089,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,17.3,17.0,17.9,16.3,17.1,89,89,89,89,89,21
17122,AUSTIN BUS & ENTRP HS,400018.0,Network 3,IEP,Does not have IEP,11th Grade,2015.0,13.5,14.8,14.5,13.1,14.0,19,19,19,19,19,25
17123,AUSTIN BUS & ENTRP HS,400018.0,Network 3,IEP,Has IEP,11th Grade,2015.0,,,,,,7,7,7,7,7,25
17136,AUSTIN POLY HS,610501.0,Network 3,IEP,Does not have IEP,11th Grade,2015.0,14.5,15.5,15.4,13.5,14.7,23,23,23,23,23,25
17137,AUSTIN POLY HS,610501.0,Network 3,IEP,Has IEP,11th Grade,2015.0,12.0,13.2,,10.6,,10,10,9,10,9,25
17142,BANNER THERAPEUTIC HS,800001.0,,IEP,Has IEP,11th Grade,2015.0,,,,,,6,6,6,6,6,0
17149,BANNER WEST HS,610555.0,Options,IEP,Does not have IEP,11th Grade,2015.0,,,,,,9,9,9,9,9,25
17150,BANNER WEST HS,610555.0,Options,IEP,Has IEP,11th Grade,2015.0,,,,,,2,2,2,2,2,25
17153,BEACON THERAPEUTIC HS,800003.0,,IEP,Has IEP,11th Grade,2015.0,,,,,,6,6,6,6,6,0
17183,BOGAN HS,609698.0,Network 10,IEP,Has IEP,11th Grade,2015.0,13.2,14.0,14.4,10.1,12.9,39,39,39,39,39,70
17184,BOGAN HS,609698.0,Network 10,IEP,Does not have IEP,11th Grade,2015.0,16.2,15.2,15.6,14.7,15.4,182,182,182,182,182,70
17203,BOWEN HS,610323.0,Network 12,IEP,Has IEP,11th Grade,2015.0,13.5,14.4,13.1,10.6,12.9,17,17,17,17,17,46
17204,BOWEN HS,610323.0,Network 12,IEP,Does not have IEP,11th Grade,2015.0,14.3,15.0,15.2,13.3,14.4,80,80,80,80,80,46
17220,BRONZEVILLE HS,610381.0,Network 9,IEP,Does not have IEP,11th Grade,2015.0,15.8,15.8,16.7,15.0,15.8,80,80,80,80,80,38
17221,BRONZEVILLE HS,610381.0,Network 9,IEP,Has IEP,11th Grade,2015.0,,,,,,8,8,8,8,8,38
17252,BROOKS HS,609726.0,ISP,IEP,Does not have IEP,11th Grade,2015.0,22.9,20.7,21.7,24.4,22.4,183,183,183,183,183,49
17253,BROOKS HS,609726.0,ISP,IEP,Has IEP,11th Grade,2015.0,,,,,,4,4,4,4,4,49
17260,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,IEP,Does not have IEP,11th Grade,2015.0,14.5,14.1,13.2,12.4,13.6,25,25,25,25,25,75
17261,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,IEP,Has IEP,11th Grade,2015.0,,,,,,6,6,6,6,6,75
17266,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,IEP,Has IEP,11th Grade,2015.0,,,,,,8,8,8,8,8,68
17267,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,IEP,Does not have IEP,11th Grade,2015.0,13.9,14.6,13.1,12.6,13.6,17,17,17,17,17,68
17270,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,IEP,Has IEP,11th Grade,2015.0,,,,,,1,1,1,1,1,0
17271,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,IEP,Does not have IEP,11th Grade,2015.0,13.0,14.0,13.1,11.8,13.0,10,10,10,10,10,0
17274,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,IEP,Does not have IEP,11th Grade,2015.0,,,,,,1,1,1,1,1,0
17309,CARVER MILITARY HS,609760.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2015.0,17.6,17.4,18.3,17.5,17.7,111,111,111,111,111,54
17310,CARVER MILITARY HS,609760.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2015.0,17.3,16.5,17.1,14.8,16.4,10,10,10,10,10,54
17315,CATALYST - MARIA,400115.0,Charter,IEP,Has IEP,11th Grade,2015.0,12.6,14.1,14.2,12.0,13.2,28,28,28,28,28,0
17316,CATALYST - MARIA,400115.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,17.8,17.3,18.7,18.9,18.2,113,113,113,113,113,0
17341,CHICAGO ACADEMY HS,610340.0,AUSL,IEP,Has IEP,11th Grade,2015.0,15.6,16.0,17.9,13.4,15.7,22,22,22,22,22,17
17342,CHICAGO ACADEMY HS,610340.0,AUSL,IEP,Does not have IEP,11th Grade,2015.0,19.0,19.2,19.6,19.6,19.4,104,104,104,104,104,17
17373,CHICAGO AGRICULTURE HS,609753.0,Network 10,IEP,Does not have IEP,11th Grade,2015.0,19.9,19.1,20.2,21.9,20.3,137,137,137,137,137,74
17374,CHICAGO AGRICULTURE HS,609753.0,Network 10,IEP,Has IEP,11th Grade,2015.0,,,,,,9,9,9,9,9,74
17383,CHICAGO ARTS HS,400022.0,Contract,IEP,Does not have IEP,11th Grade,2015.0,19.7,18.3,19.3,20.1,19.3,111,111,111,111,111,35
17384,CHICAGO ARTS HS,400022.0,Contract,IEP,Has IEP,11th Grade,2015.0,19.2,16.7,18.3,17.4,17.9,14,14,14,14,14,35
17401,CHICAGO MATH & SCIENCE HS,400035.0,Charter,IEP,Has IEP,11th Grade,2015.0,15.1,15.5,15.4,12.2,14.6,10,10,10,10,10,1
17402,CHICAGO MATH & SCIENCE HS,400035.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,19.0,20.0,18.5,20.2,19.4,65,65,65,65,65,1
17431,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,IEP,Does not have IEP,11th Grade,2015.0,17.6,16.7,18.3,18.1,17.7,105,105,105,105,105,35
17432,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,IEP,Has IEP,11th Grade,2015.0,14.4,14.8,15.3,12.7,14.3,10,10,10,10,10,35
17441,CHICAGO TECH HS,400091.0,Contract,IEP,Has IEP,11th Grade,2015.0,12.9,14.6,13.8,11.0,13.1,16,16,16,16,16,28
17442,CHICAGO TECH HS,400091.0,Contract,IEP,Does not have IEP,11th Grade,2015.0,16.6,16.6,17.3,15.8,16.5,71,71,71,71,71,28
17454,CHICAGO VIRTUAL,400036.0,Charter,IEP,Has IEP,11th Grade,2015.0,,,,,,4,4,4,4,4,28
17455,CHICAGO VIRTUAL,400036.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,21.6,18.2,19.6,20.9,20.1,36,36,36,36,36,28
17486,CHICAGO VOCATIONAL HS,609674.0,Network 12,IEP,Does not have IEP,11th Grade,2015.0,15.0,15.2,16.1,14.6,15.2,167,167,167,167,167,45
17487,CHICAGO VOCATIONAL HS,609674.0,Network 12,IEP,Has IEP,11th Grade,2015.0,12.7,13.9,13.3,11.8,12.9,36,36,36,36,36,45
17491,CICS - CHICAGOQUEST HS,400113.0,Charter,IEP,Has IEP,11th Grade,2015.0,,,,,,1,1,1,1,1,8
17492,CICS - CHICAGOQUEST HS,400113.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,,,,,,5,5,5,5,5,8
17507,CICS - ELLISON HS,400032.0,Charter,IEP,Has IEP,11th Grade,2015.0,14.1,14.4,13.9,11.9,13.6,17,17,17,17,17,71
17508,CICS - ELLISON HS,400032.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,16.1,15.7,16.0,16.1,16.0,95,95,95,95,95,71
17519,CICS - HAWKINS HS,400108.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,16.0,16.9,17.0,16.4,16.6,21,21,21,21,21,54
17520,CICS - HAWKINS HS,400108.0,Charter,IEP,Has IEP,11th Grade,2015.0,,,,,,3,3,3,3,3,54
17551,CICS - LONGWOOD,400033.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,15.8,15.9,15.9,15.9,15.9,70,70,70,70,70,73
17552,CICS - LONGWOOD,400033.0,Charter,IEP,Has IEP,11th Grade,2015.0,13.1,14.8,14.3,11.8,13.5,24,24,24,24,24,73
17577,CICS - NORTHTOWN HS,400034.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,20.1,19.5,20.5,21.2,20.4,161,161,161,161,161,13
17578,CICS - NORTHTOWN HS,400034.0,Charter,IEP,Has IEP,11th Grade,2015.0,16.0,15.3,17.5,15.0,15.9,33,33,33,33,33,13
17581,CITYWIDE OSS SCHOOLS,610497.0,,IEP,Has IEP,11th Grade,2015.0,,,,,,3,3,2,2,2,0
17602,CLARK HS,610244.0,Network 3,IEP,Does not have IEP,11th Grade,2015.0,15.7,16.0,17.5,15.8,16.3,75,75,75,75,75,25
17603,CLARK HS,610244.0,Network 3,IEP,Has IEP,11th Grade,2015.0,15.0,14.6,14.8,12.4,14.2,16,16,16,16,16,25
17634,CLEMENTE HS,609759.0,Network 5,IEP,Does not have IEP,11th Grade,2015.0,16.9,16.7,17.5,16.1,16.8,130,130,130,130,130,24
17635,CLEMENTE HS,609759.0,Network 5,IEP,Has IEP,11th Grade,2015.0,14.3,14.7,14.7,11.8,13.9,46,46,46,46,46,24
17648,COLLINS HS,610499.0,AUSL,IEP,Does not have IEP,11th Grade,2015.0,16.1,15.8,15.8,14.7,15.6,68,68,68,68,68,29
17649,COLLINS HS,610499.0,AUSL,IEP,Has IEP,11th Grade,2015.0,13.3,14.7,13.6,10.6,13.1,19,19,18,19,18,29
17662,COMMUNITY SERVICES WEST HS,400038.0,Options,IEP,Does not have IEP,11th Grade,2015.0,13.6,14.4,13.2,10.2,12.9,10,10,10,10,10,29
17663,COMMUNITY SERVICES WEST HS,400038.0,Options,IEP,Has IEP,11th Grade,2015.0,,,,,,3,3,3,3,3,29
17693,CORLISS HS,609761.0,Network 13,IEP,Does not have IEP,11th Grade,2015.0,14.0,14.8,14.7,13.5,14.3,81,81,81,81,81,50
17694,CORLISS HS,609761.0,Network 13,IEP,Has IEP,11th Grade,2015.0,12.9,14.1,13.0,10.1,12.5,21,21,21,21,21,50
17725,CRANE HS,609702.0,,IEP,Does not have IEP,11th Grade,2015.0,,,,,,1,1,1,1,1,28
17726,CRANE HS,609702.0,,IEP,Has IEP,11th Grade,2015.0,,,,,,1,1,1,1,1,28
17757,CURIE HS,609756.0,Network 8,IEP,Does not have IEP,11th Grade,2015.0,17.7,17.9,18.0,17.5,17.8,599,599,599,599,599,57
17758,CURIE HS,609756.0,Network 8,IEP,Has IEP,11th Grade,2015.0,14.2,15.4,13.9,12.0,13.9,78,78,78,78,78,57
17778,DEVRY HS,610402.0,Network 4,IEP,Has IEP,11th Grade,2015.0,,,,,,4,4,4,4,4,5
17779,DEVRY HS,610402.0,Network 4,IEP,Does not have IEP,11th Grade,2015.0,20.6,20.3,20.7,21.9,20.9,93,93,93,93,93,5
17802,DOUGLASS HS,610245.0,Network 3,IEP,Has IEP,11th Grade,2015.0,12.7,13.8,11.8,9.4,11.9,13,13,13,13,13,25
17803,DOUGLASS HS,610245.0,Network 3,IEP,Does not have IEP,11th Grade,2015.0,15.1,14.8,14.6,13.3,14.5,57,57,57,57,57,25
17834,DUNBAR HS,609676.0,Network 9,IEP,Has IEP,11th Grade,2015.0,13.4,14.0,13.6,9.8,12.7,25,25,25,25,25,35
17835,DUNBAR HS,609676.0,Network 9,IEP,Does not have IEP,11th Grade,2015.0,15.4,15.3,15.4,13.3,14.9,175,175,175,175,175,35
17870,EPIC HS,400094.0,Charter,IEP,Does not have IEP,11th Grade,2015.0,18.0,16.8,18.4,18.5,17.9,81,81,81,81,81,46
17871,EPIC HS,400094.0,Charter,IEP,Has IEP,11th Grade,2015.0,14.9,14.7,16.4,14.2,15.1,17,17,17,17,17,46
17902,FARRAGUT HS,609704.0,Network 7,IEP,Does not have IEP,11th Grade,2015.0,15.8,17.3,16.3,15.4,16.2,160,160,160,160,160,30
17903,FARRAGUT HS,609704.0,Network 7,IEP,Has IEP,11th Grade,2015.0,12.8,14.7,13.8,11.0,13.1,44,45,44,45,44,30
17934,FENGER HS,609705.0,Network 13,IEP,Does not have IEP,11th Grade,2015.0,14.8,14.9,15.1,13.6,14.6,76,76,76,76,76,49
